date,state,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper
2020-06-26,Kansas,NA,0,0,2.3315580840527357,NA,234.17090283817637,221.6942628483891,255.92745904713274
2020-06-27,Kansas,NA,0,0,2.3315580840527357,NA,234.73565712097275,222.1864761783182,257.12950856559274
2020-06-28,Kansas,NA,0,0,2.3315580840527357,NA,235.2641409273355,222.66638417499905,257.27640399514894
2020-06-29,Kansas,NA,0,0,2.3315580840527357,NA,235.30041140376912,222.6786895082473,257.9118857069909
2020-03-06,Kentucky,0,0,0,0,0,0,0,0
2020-03-07,Kentucky,0,0,0,0,0,0,0,0
2020-03-08,Kentucky,0,0,0,0,0,0,0,0
2020-03-09,Kentucky,0,0,0,0,0,0,0,0
2020-03-10,Kentucky,0,0,0,0,0,0,0,0
2020-03-11,Kentucky,0,0,0,0,0,0,0,0
2020-03-12,Kentucky,0,0,0,0,0,0,0,0
2020-03-13,Kentucky,0,0,0,0,0,0,0,0
2020-03-14,Kentucky,0,0,0,0,0,0,0,0
2020-03-15,Kentucky,0,0,0,0,0,0,0,0
2020-03-16,Kentucky,1,1,1,1,1,1,1,1
2020-03-17,Kentucky,0,0,0,0,1,1,1,1
2020-03-18,Kentucky,0,0,0,0,1,1,1,1
2020-03-19,Kentucky,1,1,1,1,2,2,2,2
2020-03-20,Kentucky,0,0,0,0,2,2,2,2
2020-03-21,Kentucky,1,1,1,1,3,3,3,3
2020-03-22,Kentucky,0,0,0,0,3,3,3,3
2020-03-23,Kentucky,0,0,0,0,3,3,3,3
2020-03-24,Kentucky,0,0,0,0,3,3,3,3
2020-03-25,Kentucky,2,2,2,2,5,5,5,5
2020-03-26,Kentucky,0,0,0,0,5,5,5,5
2020-03-27,Kentucky,3,3,3,3,8,8,8,8
2020-03-28,Kentucky,1,1,1,1,9,9,9,9
2020-03-29,Kentucky,0,0,0,0,9,9,9,9
2020-03-30,Kentucky,2,2,2,2,11,11,11,11
2020-03-31,Kentucky,7,7,7,7,18,18,18,18
2020-04-01,Kentucky,2,2,2,2,20,20,20,20
2020-04-02,Kentucky,14,14,14,14,34,34,34,34
2020-04-03,Kentucky,0,0,0,0,34,34,34,34
2020-04-04,Kentucky,6,6,6,6,40,40,40,40
2020-04-05,Kentucky,4,4,4,4,44,44,44,44
2020-04-06,Kentucky,8,8,8,8,52,52,52,52
2020-04-07,Kentucky,14,14,14,14,66,66,66,66
2020-04-08,Kentucky,7,7,7,7,73,73,73,73
2020-04-09,Kentucky,11,11,11,11,84,84,84,84
2020-04-10,Kentucky,6,6,6,6,90,90,90,90
2020-04-11,Kentucky,4,4,4,4,94,94,94,94
2020-04-12,Kentucky,4,4,4,4,98,98,98,98
2020-04-13,Kentucky,8,8,8,8,106,106,106,106
2020-04-14,Kentucky,9,9,9,9,115,115,115,115
2020-04-15,Kentucky,9,9,9,9,124,124,124,124
2020-04-16,Kentucky,7,7,7,7,131,131,131,131
2020-04-17,Kentucky,9,9,9,9,140,140,140,140
2020-04-18,Kentucky,5,5,5,5,145,145,145,145
2020-04-19,Kentucky,4,4,4,4,149,149,149,149
2020-04-20,Kentucky,6,6,6,6,155,155,155,155
2020-04-21,Kentucky,17,17,17,17,172,172,172,172
2020-04-22,Kentucky,13,13,13,13,185,185,185,185
2020-04-23,Kentucky,9,9,9,9,194,194,194,194
2020-04-24,Kentucky,9,9,9,9,203,203,203,203
2020-04-25,Kentucky,5,5,5,5,208,208,208,208
2020-04-26,Kentucky,3,3,3,3,211,211,211,211
2020-04-27,Kentucky,5,5,5,5,216,216,216,216
2020-04-28,Kentucky,15,15,15,15,231,231,231,231
2020-04-29,Kentucky,4,4,4,4,235,235,235,235
2020-04-30,Kentucky,5,5,5,5,240,240,240,240
2020-05-01,Kentucky,8,8,8,8,248,248,248,248
2020-05-02,Kentucky,4,4,4,4,252,252,252,252
2020-05-03,Kentucky,4,4,4,4,256,256,256,256
2020-05-04,Kentucky,11,11,11,11,267,267,267,267
2020-05-05,Kentucky,11,11,11,11,278,278,278,278
2020-05-06,Kentucky,8,8,8,8,286,286,286,286
2020-05-07,Kentucky,16,16,16,16,302,302,302,302
2020-05-08,Kentucky,2,2,2,2,304,304,304,304
2020-05-09,Kentucky,8,8,8,8,312,312,312,312
2020-05-10,Kentucky,0,0,0,0,312,312,312,312
2020-05-11,Kentucky,13,13,13,13,325,325,325,325
2020-05-12,Kentucky,8,8,8,8,333,333,333,333
2020-05-13,Kentucky,1,1,1,1,334,334,334,334
2020-05-14,Kentucky,7,7,7,7,341,341,341,341
2020-05-15,Kentucky,2,2,2,2,343,343,343,343
2020-05-16,Kentucky,3,3,3,3,346,346,346,346
2020-05-17,Kentucky,0,0,0,0,346,346,346,346
2020-05-18,Kentucky,8,8,8,8,354,354,354,354
2020-05-19,Kentucky,15,15,15,15,369,369,369,369
2020-05-20,Kentucky,12,12,12,12,381,381,381,381
2020-05-21,Kentucky,12,12,12,12,393,393,393,393
2020-05-22,Kentucky,5,5,5,5,398,398,398,398
2020-05-23,Kentucky,1,1,1,1,399,399,399,399
2020-05-24,Kentucky,0,0,0,0,399,399,399,399
2020-05-25,Kentucky,4,4,4,4,403,403,403,403
2020-05-26,Kentucky,4,4,4,4,407,407,407,407
2020-05-27,Kentucky,13,13,13,13,420,420,420,420
2020-05-28,Kentucky,4,4,4,4,424,424,424,424
2020-05-29,Kentucky,10,10,10,10,434,434,434,434
2020-05-30,Kentucky,7,7,7,7,441,441,441,441
2020-05-31,Kentucky,0,0,0,0,441,441,441,441
2020-06-02,Kentucky,NA,4.488502710799173,0.2922841652576149,13.807868760567885,NA,448.22330043005263,441.31936604976863,460.68880856245016
2020-06-03,Kentucky,NA,4.41543166948477,0.2922841652576149,13.588655636624676,NA,453.34644793427975,444.02708188451106,468.3234533558781
2020-06-04,Kentucky,NA,4.342360628170366,0.2922841652576149,13.517411371343105,NA,457.90802168639334,446.5886556366246,476.30228555350925
2020-06-05,Kentucky,NA,4.269289586855962,0.2922841652576149,12.894979145685102,NA,462.9580981493061,449.71180314085177,483.64281940564683
2020-06-06,Kentucky,NA,4.196218545541559,0.14614208262880746,13.150229388738254,NA,467.37352981879087,452.27337689296536,490.9121089925028
2020-06-07,Kentucky,NA,3.634644793427981,0.14614208262880746,12.588655636624676,NA,471.7158904469612,455.39652439719254,497.0582510751316
2020-06-08,Kentucky,NA,3.634644793427981,0.14614208262880746,13.077158347423849,NA,475.9121089925028,457.8119560666772,504.256296396706
2020-06-09,Kentucky,NA,4.050076462912751,0.14614208262880746,12.223300430052657,NA,480.6699012901579,460.64281940564683,510.8160433727868
2020-06-10,Kentucky,NA,3.4154316694847697,0.14614208262880746,12.078985123456683,NA,484.6469067117563,463.5467537859308,516.9640122314484
2020-06-11,Kentucky,NA,3.757792297655136,0,11.381655080451443,NA,488.6239121333546,465.9621854554156,522.7447991075052
2020-06-12,Kentucky,NA,3.6847212563407323,0,11.565661058223023,NA,492.4547754723242,469.06233838124103,528.3916564687031
2020-06-13,Kentucky,NA,3.1231475042271546,0,10.857945223480638,NA,496.2125677699793,471.60091755495296,535.2707694945525
2020-06-14,Kentucky,NA,3.050076462912751,0,11.273376892965407,NA,499.8242179850056,474.0664256873505,540.3334547441298
2020-06-15,Kentucky,NA,2.83086333896954,0,10.909848462426222,NA,503.85129986951677,477.02043653054716,547.0664256873504
2020-06-16,Kentucky,NA,2.757792297655136,0,10.761879603764582,NA,507.28027248125704,478.8512998695167,552.8972890263201
2020-06-17,Kentucky,NA,3.173223967139906,0,10.396524397192563,NA,510.49003196905414,481.2315243928299,556.9473654892328
2020-06-18,Kentucky,NA,2.6116502150263283,0,10.177311273249352,NA,513.6997914568512,482.5111997714229,562.8211768325491
2020-06-19,Kentucky,NA,2.465508132397521,0,9.885027107991737,NA,516.836479903334,485.7363269775085,567.3809238086297
2020-06-20,Kentucky,NA,2.465508132397521,0,9.665813984048526,NA,520.3520644986443,487.90955094464834,571.0534324972006
2020-06-21,Kentucky,NA,2.8078687605678874,0,9.446600860105315,NA,523.5503266972405,490.55906505481744,575.3831843387063
2020-06-22,Kentucky,NA,2.5636174051683005,0,9.300458777476507,NA,526.7120533751795,492.1707152698438,580.4481301183603
2020-06-23,Kentucky,NA,2.3193660497687136,0,9.227387736162104,NA,529.5564576564046,494.2100097221248,584.647605997073
2020-06-24,Kentucky,NA,2.8078687605678874,0,9.569748364332469,NA,532.8528291277718,496.23709160663594,590.1279834462116
2020-06-25,Kentucky,NA,2.8078687605678874,0,8.935103570904488,NA,535.099124136226,498.3354177564287,595.2155275853726
2020-06-26,Kentucky,NA,2.1001529258255025,0,8.788961488275682,NA,538.3954956075931,501.32911927080096,597.4744313804914
2020-06-27,Kentucky,NA,2.5886556366246762,0,9.204393157760451,NA,541.0572222855321,502.9529820535972,601.4893006972325
2020-06-28,Kentucky,NA,2.5886556366246762,0,8.227387736162104,NA,544.2074516742705,505.46856664890754,605.0189246363456
2020-06-29,Kentucky,NA,2.4425135539958687,0,8.081245653533296,NA,546.8326428315523,507.4956485334186,609.299429987877
2020-03-09,Louisiana,0,0,0,0,0,0,0,0
2020-03-10,Louisiana,0,0,0,0,0,0,0,0
2020-03-11,Louisiana,0,0,0,0,0,0,0,0
2020-03-12,Louisiana,0,0,0,0,0,0,0,0
2020-03-13,Louisiana,0,0,0,0,0,0,0,0
2020-03-14,Louisiana,1,1,1,1,1,1,1,1
2020-03-15,Louisiana,1,1,1,1,2,2,2,2
2020-03-16,Louisiana,1,1,1,1,3,3,3,3
2020-03-17,Louisiana,2,2,2,2,5,5,5,5
2020-03-18,Louisiana,2,2,2,2,7,7,7,7
2020-03-19,Louisiana,3,3,3,3,10,10,10,10
2020-03-20,Louisiana,0,0,0,0,10,10,10,10
2020-03-21,Louisiana,6,6,6,6,16,16,16,16
2020-03-22,Louisiana,4,4,4,4,20,20,20,20
2020-03-23,Louisiana,14,14,14,14,34,34,34,34
2020-03-24,Louisiana,12,12,12,12,46,46,46,46
2020-03-25,Louisiana,19,19,19,19,65,65,65,65
2020-03-26,Louisiana,18,18,18,18,83,83,83,83
2020-03-27,Louisiana,36,36,36,36,119,119,119,119
2020-03-28,Louisiana,18,18,18,18,137,137,137,137
2020-03-29,Louisiana,15,15,15,15,152,152,152,152
2020-03-30,Louisiana,34,34,34,34,186,186,186,186
2020-03-31,Louisiana,54,54,54,54,240,240,240,240
2020-04-01,Louisiana,33,33,33,33,273,273,273,273
2020-04-02,Louisiana,37,37,37,37,310,310,310,310
2020-04-03,Louisiana,60,60,60,60,370,370,370,370
2020-04-04,Louisiana,42,42,42,42,412,412,412,412
2020-04-05,Louisiana,65,65,65,65,477,477,477,477
2020-04-06,Louisiana,35,35,35,35,512,512,512,512
2020-04-07,Louisiana,70,70,70,70,582,582,582,582
2020-04-08,Louisiana,70,70,70,70,652,652,652,652
2020-04-09,Louisiana,50,50,50,50,702,702,702,702
2020-04-10,Louisiana,53,53,53,53,755,755,755,755
2020-04-11,Louisiana,51,51,51,51,806,806,806,806
2020-04-12,Louisiana,34,34,34,34,840,840,840,840
2020-04-13,Louisiana,44,44,44,44,884,884,884,884
2020-04-14,Louisiana,129,129,129,129,1013,1013,1013,1013
2020-04-15,Louisiana,90,90,90,90,1103,1103,1103,1103
2020-04-16,Louisiana,53,53,53,53,1156,1156,1156,1156
2020-04-17,Louisiana,57,57,57,57,1213,1213,1213,1213
2020-04-18,Louisiana,54,54,54,54,1267,1267,1267,1267
2020-04-19,Louisiana,29,29,29,29,1296,1296,1296,1296
2020-04-20,Louisiana,32,32,32,32,1328,1328,1328,1328
2020-04-21,Louisiana,77,77,77,77,1405,1405,1405,1405
2020-04-22,Louisiana,127,127,127,127,1532,1532,1532,1532
2020-04-23,Louisiana,67,67,67,67,1599,1599,1599,1599
2020-04-24,Louisiana,61,61,61,61,1660,1660,1660,1660
2020-04-25,Louisiana,43,43,43,43,1703,1703,1703,1703
2020-04-26,Louisiana,26,26,26,26,1729,1729,1729,1729
2020-04-27,Louisiana,11,11,11,11,1740,1740,1740,1740
2020-04-28,Louisiana,61,61,61,61,1801,1801,1801,1801
2020-04-29,Louisiana,44,44,44,44,1845,1845,1845,1845
2020-04-30,Louisiana,60,60,60,60,1905,1905,1905,1905
2020-05-01,Louisiana,65,65,65,65,1970,1970,1970,1970
2020-05-02,Louisiana,23,23,23,23,1993,1993,1993,1993
2020-05-03,Louisiana,19,19,19,19,2012,2012,2012,2012
2020-05-04,Louisiana,52,52,52,52,2064,2064,2064,2064
2020-05-05,Louisiana,51,51,51,51,2115,2115,2115,2115
2020-05-06,Louisiana,52,52,52,52,2167,2167,2167,2167
2020-05-07,Louisiana,41,41,41,41,2208,2208,2208,2208
2020-05-08,Louisiana,19,19,19,19,2227,2227,2227,2227
2020-05-09,Louisiana,40,40,40,40,2267,2267,2267,2267
2020-05-10,Louisiana,19,19,19,19,2286,2286,2286,2286
2020-05-11,Louisiana,22,22,22,22,2308,2308,2308,2308
2020-05-12,Louisiana,39,39,39,39,2347,2347,2347,2347
2020-05-13,Louisiana,34,34,34,34,2381,2381,2381,2381
2020-05-14,Louisiana,36,36,36,36,2417,2417,2417,2417
2020-05-15,Louisiana,31,31,31,31,2448,2448,2448,2448
2020-05-16,Louisiana,31,31,31,31,2479,2479,2479,2479
2020-05-17,Louisiana,12,12,12,12,2491,2491,2491,2491
2020-05-18,Louisiana,72,72,72,72,2563,2563,2563,2563
2020-05-19,Louisiana,18,18,18,18,2581,2581,2581,2581
2020-05-20,Louisiana,27,27,27,27,2608,2608,2608,2608
2020-05-21,Louisiana,21,21,21,21,2629,2629,2629,2629
2020-05-22,Louisiana,40,40,40,40,2669,2669,2669,2669
2020-05-23,Louisiana,14,14,14,14,2683,2683,2683,2683
2020-05-24,Louisiana,7,7,7,7,2690,2690,2690,2690
2020-05-25,Louisiana,0,0,0,0,2690,2690,2690,2690
2020-05-26,Louisiana,11,11,11,11,2701,2701,2701,2701
2020-05-27,Louisiana,21,21,21,21,2722,2722,2722,2722
2020-05-28,Louisiana,18,18,18,18,2740,2740,2740,2740
2020-05-29,Louisiana,26,26,26,26,2766,2766,2766,2766
2020-05-30,Louisiana,19,19,19,19,2785,2785,2785,2785
2020-05-31,Louisiana,6,6,6,6,2791,2791,2791,2791
2020-06-02,Louisiana,NA,11.188721087896702,2.8524947432539456,28.71366852043616,NA,2814.976142236706,2800.9349264055554,2839.314212397058
2020-06-03,Louisiana,NA,10.819957946031565,2.7666488248461985,28.344905378571024,NA,2827.353584412499,2808.123647493452,2857.1323265273804
2020-06-04,Louisiana,NA,10.598700060912485,2.631236858134864,27.535470282177023,NA,2838.804779216666,2815.5748422976185,2873.689810757142
2020-06-05,Louisiana,NA,9.74620531765854,2.073752628373027,25.082431662301296,NA,2849.550984534324,2823.173542358531,2888.7055916785957
2020-06-06,Louisiana,NA,9.041215831150648,1.9981561842906739,24.41865800694405,NA,2859.6865609094234,2829.91790386048,2902.7635633855152
2020-06-07,Louisiana,NA,8.819957946031565,1.8524947432539458,23.008679033928267,NA,2869.0433951696414,2836.852830266035,2917.29376888987
2020-06-08,Louisiana,NA,8.524947432539456,1.7768982991715925,22.16827758070904,NA,2878.347084717062,2843.232116257538,2929.271152750198
2020-06-09,Louisiana,NA,7.819957946031565,1.1475052567460542,21.15618429067432,NA,2886.4620531765854,2849.796435705519,2943.4722405034418
2020-06-10,Louisiana,NA,6.96746320277762,1,19.97614223670589,NA,2894.61823746726,2855.321383138058,2953.89403939118
2020-06-11,Louisiana,NA,6.746205317658538,0.9262473716269728,18.377442175793405,NA,2901.622576984224,2860.6662885166297,2963.607379094841
2020-06-12,Louisiana,NA,6.45119480416643,0.8524947432539457,17.20949341185969,NA,2908.7418849607116,2865.2631447618323,2973.813451544588
2020-06-13,Louisiana,NA,5.598700060912485,0.7787421148809186,17.04989486507891,NA,2914.340585021624,2870.31672725833,2982.7155123361454
2020-06-14,Louisiana,NA,4.893710574404593,0.7787421148809186,15.197400121824968,NA,2920.01303771091,2873.913583503533,2990.8685490400194
2020-06-15,Louisiana,NA,4.524947432539458,0.6312368581348643,14.312368581348643,NA,2925.689829917159,2876.7335414495647,2998.1992439375344
2020-06-16,Louisiana,NA,3.893710574404593,0,13.386121209721669,NA,2930.251653663885,2880.0372309969853,3005.7241913700736
2020-06-17,Louisiana,NA,3.598700060912484,0,12.164863324602589,NA,2934.40783795456,2884.413102732381,3010.387965025431
2020-06-18,Louisiana,NA,3.45119480416643,0,11.574842297618371,NA,2938.4165169884877,2886.8026381982095,3016.371209149662
2020-06-19,Louisiana,NA,3.1561842906743216,0,10.017358067856534,NA,2941.7939591642817,2889.180080374003,3020.5373695393496
2020-06-20,Louisiana,NA,2.598700060912484,0,9.66068821602612,NA,2944.876390826583,2891.3362646646774,3025.7709940898153
2020-06-21,Louisiana,NA,2.45119480416643,0,9.132326527380208,NA,2947.401338259122,2893.6278609220626,3030.4174163833222
2020-06-22,Louisiana,NA,2.3036895474203756,0,8.439430330907037,NA,2950.4100172930503,2895.8541102096915,3033.4483827401473
2020-06-23,Louisiana,NA,1.8199579460315656,0,7.648594925991398,NA,2952.3037278674547,2897.4546540863134,3036.3802170003655
2020-06-24,Louisiana,NA,1.8199579460315656,0,7.427337040872317,NA,2955.091149016264,2900.092726162667,3040.2788635358165
2020-06-25,Louisiana,NA,1.5987000609124842,0,6.722347554364426,NA,2956.837354333923,2901.5597018882872,3043.031630696382
2020-06-26,Louisiana,NA,1.5987000609124842,0,6.574842297618372,NA,2959.06729125297,2902.9988034024186,3046.5565781289215
2020-06-27,Louisiana,NA,1.209329003472025,0,5.943605439483507,NA,2960.6659913138824,2904.6796617503205,3049.007772933088
2020-06-28,Louisiana,NA,0.96746320277762,0,5.943605439483507,NA,2962.822175604557,2906.6182757872944,3051.5327203656275
2020-06-29,Louisiana,NA,0.96746320277762,0,5.7223475543644255,NA,2964.4208756654693,2907.585738990072,3054.308048224402
2020-03-12,Maine,0,0,0,0,0,0,0,0
2020-03-13,Maine,0,0,0,0,0,0,0,0
2020-03-14,Maine,0,0,0,0,0,0,0,0
2020-03-15,Maine,0,0,0,0,0,0,0,0
2020-03-16,Maine,0,0,0,0,0,0,0,0
2020-03-17,Maine,0,0,0,0,0,0,0,0
2020-03-18,Maine,0,0,0,0,0,0,0,0
2020-03-19,Maine,0,0,0,0,0,0,0,0
2020-03-20,Maine,0,0,0,0,0,0,0,0
2020-03-21,Maine,0,0,0,0,0,0,0,0
2020-03-22,Maine,0,0,0,0,0,0,0,0
2020-03-23,Maine,0,0,0,0,0,0,0,0
2020-03-24,Maine,0,0,0,0,0,0,0,0
2020-03-25,Maine,0,0,0,0,0,0,0,0
2020-03-26,Maine,0,0,0,0,0,0,0,0
2020-03-27,Maine,1,1,1,1,1,1,1,1
2020-03-28,Maine,0,0,0,0,1,1,1,1
2020-03-29,Maine,2,2,2,2,3,3,3,3
2020-03-30,Maine,0,0,0,0,3,3,3,3
2020-03-31,Maine,2,2,2,2,5,5,5,5
2020-04-01,Maine,2,2,2,2,7,7,7,7
2020-04-02,Maine,0,0,0,0,7,7,7,7
2020-04-03,Maine,2,2,2,2,9,9,9,9
2020-04-04,Maine,1,1,1,1,10,10,10,10
2020-04-05,Maine,0,0,0,0,10,10,10,10
2020-04-06,Maine,0,0,0,0,10,10,10,10
2020-04-07,Maine,2,2,2,2,12,12,12,12
2020-04-08,Maine,2,2,2,2,14,14,14,14
2020-04-09,Maine,2,2,2,2,16,16,16,16
2020-04-10,Maine,1,1,1,1,17,17,17,17
2020-04-11,Maine,2,2,2,2,19,19,19,19
2020-04-12,Maine,0,0,0,0,19,19,19,19
2020-04-13,Maine,0,0,0,0,19,19,19,19
2020-04-14,Maine,1,1,1,1,20,20,20,20
2020-04-15,Maine,4,4,4,4,24,24,24,24
2020-04-16,Maine,3,3,3,3,27,27,27,27
2020-04-17,Maine,2,2,2,2,29,29,29,29
2020-04-18,Maine,3,3,3,3,32,32,32,32
2020-04-19,Maine,2,2,2,2,34,34,34,34
2020-04-20,Maine,1,1,1,1,35,35,35,35
2020-04-21,Maine,1,1,1,1,36,36,36,36
2020-04-22,Maine,3,3,3,3,39,39,39,39
2020-04-23,Maine,5,5,5,5,44,44,44,44
2020-04-24,Maine,3,3,3,3,47,47,47,47
2020-04-25,Maine,3,3,3,3,50,50,50,50
2020-04-26,Maine,0,0,0,0,50,50,50,50
2020-04-27,Maine,1,1,1,1,51,51,51,51
2020-04-28,Maine,0,0,0,0,51,51,51,51
2020-04-29,Maine,1,1,1,1,52,52,52,52
2020-04-30,Maine,1,1,1,1,53,53,53,53
2020-05-01,Maine,2,2,2,2,55,55,55,55
2020-05-02,Maine,1,1,1,1,56,56,56,56
2020-05-03,Maine,1,1,1,1,57,57,57,57
2020-05-04,Maine,0,0,0,0,57,57,57,57
2020-05-05,Maine,4,4,4,4,61,61,61,61
2020-05-06,Maine,1,1,1,1,62,62,62,62
2020-05-07,Maine,0,0,0,0,62,62,62,62
2020-05-08,Maine,1,1,1,1,63,63,63,63
2020-05-09,Maine,1,1,1,1,64,64,64,64
2020-05-10,Maine,0,0,0,0,64,64,64,64
2020-05-11,Maine,1,1,1,1,65,65,65,65
2020-05-12,Maine,0,0,0,0,65,65,65,65
2020-05-13,Maine,1,1,1,1,66,66,66,66
2020-05-14,Maine,3,3,3,3,69,69,69,69
2020-05-15,Maine,0,0,0,0,69,69,69,69
2020-05-16,Maine,1,1,1,1,70,70,70,70
2020-05-17,Maine,0,0,0,0,70,70,70,70
2020-05-18,Maine,1,1,1,1,71,71,71,71
2020-05-19,Maine,2,2,2,2,73,73,73,73
2020-05-20,Maine,0,0,0,0,73,73,73,73
2020-05-21,Maine,0,0,0,0,73,73,73,73
2020-05-22,Maine,2,2,2,2,75,75,75,75
2020-05-23,Maine,2,2,2,2,77,77,77,77
2020-05-24,Maine,1,1,1,1,78,78,78,78
2020-05-25,Maine,0,0,0,0,78,78,78,78
2020-05-26,Maine,1,1,1,1,79,79,79,79
2020-05-27,Maine,2,2,2,2,81,81,81,81
2020-05-28,Maine,3,3,3,3,84,84,84,84
2020-05-29,Maine,1,1,1,1,85,85,85,85
2020-05-30,Maine,4,4,4,4,89,89,89,89
2020-05-31,Maine,0,0,0,0,89,89,89,89
2020-06-02,Maine,NA,0.8366994970664632,0,4.530295473598169,NA,90.83669949706646,89,96.30554170159664
2020-06-03,Maine,NA,0.8366994970664632,0,4.530295473598169,NA,92.26514773679908,89.16330050293354,98.22389145012987
2020-06-04,Maine,NA,0.8366994970664632,0,5.040393964797559,NA,93.61194572506494,89.40825125733383,100.40943019174883
2020-06-05,Maine,NA,0.8366994970664632,0,4.381788689231227,NA,94.53029547359817,90,102.32777994028206
2020-06-06,Maine,NA,0.8366994970664632,0,4.366994970664633,NA,95.95874371333079,90.67339899413292,104.50923616932774
2020-06-07,Maine,NA,0.8366994970664632,0,4.530295473598169,NA,96.87709346186402,91.26514773679908,105.9281986326549
2020-06-08,Maine,NA,0.8366994970664632,0,4.958743713330791,NA,98.22389145012987,91.9278355249387,108.18263516346066
2020-06-09,Maine,NA,0.8366994970664632,0,4.958743713330791,NA,99.22389145012988,92.18349748533231,110.10302616828054
2020-06-10,Maine,NA,0.8366994970664632,0,4.611945725064938,NA,100.57068943839573,92.85689647946523,112.10098491199389
2020-06-11,Maine,NA,0.8366994970664632,0,4.530295473598169,NA,101.48903918692896,93.4486452221314,114.18263516346067
2020-06-12,Maine,NA,0.8366994970664632,0,4.530295473598169,NA,102.75418692372804,94.12204421626433,116.44982415654638
2020-06-13,Maine,NA,0.8366994970664632,0,4.958743713330791,NA,103.67253667226127,94.71379295893048,117.93768440906035
2020-06-14,Maine,NA,0.8366994970664632,0,4.611945725064938,NA,104.93768440906035,95.38719195306342,120.12322315067931
2020-06-15,Maine,NA,0.8366994970664632,0,5.040393964797559,NA,105.8560341575936,95.55049245599695,122.21354335185276
2020-06-16,Maine,NA,0.8366994970664632,0,4.611945725064938,NA,107.12118189439266,96.22389145012987,124.55167139041194
2020-06-17,Maine,NA,0.8366994970664632,0,4.532336729884809,NA,107.95788139145914,96.73398994132927,126.05024284891923
2020-06-18,Maine,NA,0.8366994970664632,0,4.795443210397254,NA,109.22302912825822,97.32573868399541,128.71497189334548
2020-06-19,Maine,NA,0.8366994970664632,0,4.530295473598169,NA,110.0597286253247,97.83583717519481,130.63128038559208
2020-06-20,Maine,NA,0.8366994970664632,0,4.366994970664633,NA,110.89642812239114,98.42554466157429,132.5516713904119
2020-06-21,Maine,NA,0.7550492455996949,0,4.366994970664633,NA,111.9982753562567,98.92697320306704,134.97807837385793
2020-06-22,Maine,NA,0.7550492455996949,0,4.366994970664633,NA,112.83497485332316,99.01933466052714,136.46797988265854
2020-06-23,Maine,NA,0.5917487426661581,0,4.795443210397254,NA,114.01847233865547,100.02882043693259,138.79662214481226
2020-06-24,Maine,NA,0.5917487426661581,0,4.795443210397254,NA,114.77352158425518,100.53891892813198,140.55167139041194
2020-06-25,Maine,NA,0.5917487426661581,0,4.203694467731096,NA,115.87536881812073,100.97807837385791,142.54963013412532
2020-06-26,Maine,NA,0.5917487426661581,0,4.203694467731096,NA,116.54876781225364,101.05972862532468,144.55167139041197
2020-06-27,Maine,NA,0.5917487426661581,0,4.203694467731096,NA,117.6506150461192,101.56982711652407,146.46797988265854
2020-06-28,Maine,NA,0.5917487426661581,0,4.2144056737244115,NA,118.32401404025211,101.9982753562567,148.22302912825822
2020-06-29,Maine,NA,0.42844823973262136,0,4.632142707463717,NA,119.42586127411766,102.50837384745608,149.8869423459857
2020-03-05,Maryland,0,0,0,0,0,0,0,0
2020-03-06,Maryland,0,0,0,0,0,0,0,0
2020-03-07,Maryland,0,0,0,0,0,0,0,0
2020-03-08,Maryland,0,0,0,0,0,0,0,0
